submission_number,authorization_pathway,final_decision_date,decision_year,decision_quarter,device_name,company_name,fda_panel,primary_product_code,authorization_detail_matched,detail_device_name,detail_applicant,date_received,review_days,decision_code,decision_description,clearance_type,third_party_flag,expedited_review_flag,denovo_request_type,predetermined_change_control_plan_authorized,statement_or_summary_available,classification_name,device_class,regulation_number,medical_specialty,medical_specialty_description,review_panel,implant_flag,life_sustain_support_flag,gmp_exempt_flag,classification_third_party_flag,summary_malfunction_reporting,linked_recall_records,linked_recall_events,open_recall_records,closed_recall_records,first_recall_initiated_date,latest_recall_initiated_date,days_to_first_recall,has_linked_recall,recall_linkage_method,source_snapshot_date,fda_ai_list_url
K192004,510(k),2020-01-15,2020,Q1,Eko Analysis Software,Eko Devices Inc,Cardiovascular,MWI,1,Eko Analysis Software,"Eko Devices, Inc.",2019-07-26,173,SESE,Substantially Equivalent,Traditional,N,,,,1,"Monitor, Physiological, Patient (Without Arrhythmia Detection Or Alarms)",2,870.2300,CV,Cardiovascular,CV,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K183089,510(k),2020-01-02,2020,Q1,Air Next,NuvoAir AB,Anesthesiology,BZG,1,Air Next,Nuvoair AB,2018-11-06,422,SESE,Substantially Equivalent,Traditional,N,,,,1,"Spirometer, Diagnostic",2,868.1840,AN,Anesthesiology,AN,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K191647,510(k),2019-12-20,2019,Q4,QLAB Advanced Quantification Software,Philips Healthcare,Radiology,QIH,1,QLAB Advanced Quantification Software,Philips Health Care,2019-06-20,183,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192383,510(k),2019-12-20,2019,Q4,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,1,BriefCase,"Aidoc Medical , Ltd.",2019-08-30,112,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Triage And Notification Software,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192763,510(k),2019-12-17,2019,Q4,syngo.CT CaScoring,"Siemens Medical Solutions USA, Inc.",Radiology,JAK,1,syngo.CT CaScoring,"Siemens Medical Solutions USA, Inc.",2019-09-30,78,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192130,510(k),2019-12-13,2019,Q4,Icobrain,Icometrix NV,Radiology,LLZ,1,Icobrain,Icometrix NV,2019-08-07,128,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192531,510(k),2019-12-13,2019,Q4,QyScore Software,Qynapse,Radiology,LLZ,1,QyScore Software,Qynapse,2019-09-16,88,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K193170,510(k),2019-12-13,2019,Q4,Deep Learning Image Reconstruction,GE Healthcare Japan Corporation,Radiology,JAK,1,Deep Learning Image Reconstruction,Ge Healthcare Japan Corporation,2019-11-15,28,SESE,Substantially Equivalent,Special,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192571,510(k),2019-12-11,2019,Q4,NemoScan,Software Nemotec S.L.,Radiology,LLZ,1,NemoScan,Software Nemotec S.L.,2019-09-18,84,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192287,510(k),2019-12-10,2019,Q4,Transpara,Screenpoint Medical B.V.,Radiology,QDQ,1,Transpara,Screenpoint Medical B.V.,2019-08-22,110,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,2,892.2090,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192442,510(k),2019-12-09,2019,Q4,FFRangio,CathWorks Ltd,Cardiovascular,QEK,1,FFRangio,"Cathworks, Ltd.",2019-09-06,94,SESE,Substantially Equivalent,Special,N,,,,1,Angiographic Coronary Vascular Physiologic Simulation Software,2,870.1415,CV,Cardiovascular,CV,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192279,510(k),2019-12-07,2019,Q4,PhantomMSK Trauma,OrthoGrid Systems Inc.,Radiology,LLZ,1,PhantomMSK Trauma,"OrthoGrid Systems, Inc.",2019-08-22,107,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192945,510(k),2019-11-27,2019,Q4,7D Surgical System Cranial Biopsy and Ventricular Catheter Placement Application,7D Surgical Inc.,Neurology,HAW,1,7D Surgical System Cranial Biopsy and Ventricular Catheter Placement Application,"7D Surgical, Inc.",2019-10-18,40,SESE,Substantially Equivalent,Special,N,,,,1,Neurological Stereotaxic Instrument,2,882.4560,NE,Neurology,NE,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192320,510(k),2019-11-26,2019,Q4,HealthCXR,"Zebra Medical Vision, Ltd.",Radiology,QFM,1,HealthCXR,"Zebra Medical Vision, Ltd.",2019-08-26,92,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Prioritization Software For Lesions,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K190529,510(k),2019-11-25,2019,Q4,SOZO,ImpediMed Limited,Cardiovascular,QJB,1,SOZO,ImpediMed Limited,2019-03-04,266,SESE,Substantially Equivalent,Traditional,N,,,,1,"Adjunct Monitor, Protein Calorie Malnutrition",2,870.2770,CV,Cardiovascular,GU,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K191278,510(k),2019-11-19,2019,Q4,RSI-MRI+,MultiModal Imaging Services Corporation (dba HealthLytix),Radiology,LLZ,1,RSI-MRI+,Multimodal Imaging Services Corporation (Dba Healthlytix),2019-05-13,190,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K191171,510(k),2019-11-13,2019,Q4,EchoGo Core,Ultromics Ltd,Radiology,QIH,1,EchoGo Core,"Ultromics, Ltd.",2019-05-01,196,SESE,Substantially Equivalent,Traditional,N,,,,1,Automated Radiological Image Processing Software,2,892.2050,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K191026,510(k),2019-11-07,2019,Q4,MEDIP PRO,"MEDICALIP Co., Ltd",Radiology,LLZ,1,MEDIP PRO,"Medical IP Co., Ltd.",2019-04-18,203,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K190868,510(k),2019-11-05,2019,Q4,Cleerly Labs,Cleerly Inc,Radiology,LLZ,1,Cleerly Labs,"Cleerly, Inc.",2019-04-03,216,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192109,510(k),2019-11-05,2019,Q4,KOALA,IB Lab GmbH,Radiology,LLZ,1,KOALA,Ib Lab GmbH,2019-08-05,92,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K190013,510(k),2019-11-04,2019,Q4,WellDoc BlueStar,"WellDoc, Inc.",General Hospital,MRZ,1,WellDoc BlueStar,"Welldoc, Inc.",2019-01-03,305,SESE,Substantially Equivalent,Traditional,N,,,,1,"Accessories, Pump, Infusion",2,880.5725,HO,General Hospital,HO,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K190334,510(k),2019-11-01,2019,Q4,MIMOSA Imager,MIMOSA Diagnostics Inc,Cardiovascular,MUD,1,MIMOSA Imager,"Mimosa Diagnostics, Inc.",2019-02-14,260,SESE,Substantially Equivalent,Traditional,N,,,,1,"Oximeter, Tissue Saturation",2,870.2700,CV,Cardiovascular,SU,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K190898,510(k),2019-11-01,2019,Q4,Sight OLO,Sight Diagnostics Ltd.,Hematology,GKZ,1,Sight OLO,"Sight Diagnostics , Ltd.",2019-04-05,210,SESE,Substantially Equivalent,Traditional,N,,,,1,"Counter, Differential Cell",2,864.5220,HE,Hematology,HE,N,N,N,N,Ineligible,4,4,3,1,2021-03-17,2024-05-13,502.0,1,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K183274,510(k),2019-10-18,2019,Q4,"RTHawk, HeartVista Cardiac Package","HeartVista, Inc.",Radiology,LNH,1,"RTHawk, HeartVista Cardiac Package","Heartvista, Inc.",2018-11-23,329,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Nuclear Magnetic Resonance Imaging",2,892.1000,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192455,510(k),2019-10-17,2019,Q4,Merge PACS,Merge Healthcare Incorporated,Radiology,LLZ,1,Merge PACS,Merge Healthcare Incorporated,2019-09-09,38,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,1,1,0,1,2020-08-06,2020-08-06,294.0,1,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K191493,510(k),2019-10-16,2019,Q4,Ventripoint Medical System Plus (VMS+) 3.0,"Ventripoint Diagnostics, Ltd.",Radiology,LLZ,1,Ventripoint Medical System Plus (VMS+) 3.0,"Ventripoint Diagnostics , Ltd.",2019-06-05,133,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K191713,510(k),2019-10-04,2019,Q4,CS-series-FP Radiographic / Fluoroscopic Systems with Optional CA-100S / FluoroShield™ (ROI Assembly),"Omega Medical Imaging, LLC",Radiology,JAA,1,CS-series-FP Radiographic / Fluoroscopic Systems with Optional CA-100S / FluoroShield™ (ROI Assembly),"Omega Medical Imaging, LLC",2019-06-26,100,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, X-Ray, Fluoroscopic, Image-Intensified",2,892.1650,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K191994,510(k),2019-10-04,2019,Q4,ProFound AI Software V2.1,iCAD Inc.,Radiology,QDQ,1,ProFound AI Software V2.1,"Icad, Inc.",2019-07-26,70,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,2,892.2090,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192065,510(k),2019-09-18,2019,Q3,Syngo.Via RT Image Suite,"Siemens Medical Solutions USA, Inc.",Radiology,MUJ,1,Syngo.Via RT Image Suite,"Siemens Medical Solutions USA, Inc.",2019-08-01,48,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Planning, Radiation Therapy Treatment",2,892.5050,RA,Radiology,RA,N,N,N,N,Eligible,2,2,0,2,2020-06-24,2020-08-19,280.0,1,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K191688,510(k),2019-09-16,2019,Q3,SubtleMR,"Subtle Medical, Inc.",Radiology,LLZ,1,SubtleMR,"Subtle Medical, Inc.",2019-06-24,84,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192304,510(k),2019-09-13,2019,Q3,SIS Software Version 3.6.0,"Surgical Information Sciences, Inc.",Radiology,LLZ,1,SIS Software Version 3.6.0,"Surgical Information Sciences, Inc.",2019-08-23,21,SESE,Substantially Equivalent,Special,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K183370,510(k),2019-09-11,2019,Q3,PeraMobile and PeraWatch,"PeraHealth, Inc.",Cardiovascular,MWI,1,PeraMobile and PeraWatch,"Perahealth, Inc.",2018-12-04,281,SESE,Substantially Equivalent,Traditional,N,,,,1,"Monitor, Physiological, Patient (Without Arrhythmia Detection Or Alarms)",2,870.2300,CV,Cardiovascular,CV,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K190815,510(k),2019-09-11,2019,Q3,BrainScope TBI,"BrainScope Company, Inc.",Neurology,PIW,1,BrainScope TBI,"Brainscope Company, Inc.",2019-03-29,166,SESE,Substantially Equivalent,Traditional,N,,,,1,Brain Injury Adjunctive Interpretive Electroencephalograph Assessment Aid,2,882.1450,NE,Neurology,NE,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K183268,510(k),2019-09-10,2019,Q3,AI-Rad Companion (Cardiovascular),"Siemens Medical Solutions USA, Inc.",Radiology,JAK,1,AI-Rad Companion (Cardiovascular),"Siemens Medical Solutions USA, Inc.",2018-11-23,291,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, X-Ray, Tomography, Computed",2,892.1750,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K191179,510(k),2019-09-04,2019,Q3,Myo Plus,Otto Bock Healthcare Products GmbH,Neurology,GXY,1,Myo Plus,Otto Bock Healthcare Products GmbH,2019-05-02,125,SESE,Substantially Equivalent,Traditional,N,,,,1,"Electrode, Cutaneous",2,882.1320,NE,Neurology,NE,N,N,N,Y,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K183489,510(k),2019-08-29,2019,Q3,D2P,"3D Systems, Inc.",Radiology,LLZ,1,D2P,"3D Systems, Inc.",2018-12-17,255,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K192107,510(k),2019-08-29,2019,Q3,Clarius Ultrasound Scanner,Clarius Mobile Health Corp.,Radiology,IYN,1,Clarius Ultrasound Scanner,Clarius Mobile Health Corp.,2019-08-05,24,SESE,Substantially Equivalent,Abbreviated,Y,,,,1,"System, Imaging, Pulsed Doppler, Ultrasonic",2,892.1550,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K190593,510(k),2019-08-23,2019,Q3,"Zio XT ECG Monitoring System, Zio AT ECG Monitoring System","iRhythm Technologies, Inc.",Cardiovascular,DQK,1,"Zio XT ECG Monitoring System, Zio AT ECG Monitoring System","iRhythm Technologies, Inc.",2019-03-07,169,SESE,Substantially Equivalent,Traditional,N,,,,1,"Computer, Diagnostic, Programmable",2,870.1425,CV,Cardiovascular,CV,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K183282,510(k),2019-08-15,2019,Q3,Biovitals Analytics Engine,Biofourmis Singapore Pte. Ltd,Cardiovascular,PLB,1,Biovitals Analytics Engine,"Biofourmis Singapore Pte., Ltd.",2018-11-26,262,SESE,Substantially Equivalent,Traditional,N,,,,1,Multivariate Vital Signs Index,2,870.2300,CV,Cardiovascular,CV,N,N,N,N,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K190925,510(k),2019-08-15,2019,Q3,HeartFlow FFRct Analysis,"HeartFlow, Inc.",Cardiovascular,PJA,1,HeartFlow FFRct Analysis,"HeartFlow, Inc.",2019-04-09,128,SESE,Substantially Equivalent,Traditional,N,,,,1,Coronary Vascular Physiologic Simulation Software,2,870.1415,CV,Cardiovascular,CV,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K183182,510(k),2019-08-12,2019,Q3,Critical Care Suite,"GE Medical Systems, LLC.",Radiology,QFM,1,Critical Care Suite,"Ge Medical Systems, LLC",2018-11-19,266,SESE,Substantially Equivalent,Traditional,N,,,,1,Radiological Computer-Assisted Prioritization Software For Lesions,2,892.2080,RA,Radiology,RA,N,N,N,N,Ineligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
K191262,510(k),2019-08-05,2019,Q3,aBSI,EXINI Diagnostics AB,Radiology,LLZ,1,aBSI,Exini Diagnostics AB,2019-05-10,87,SESE,Substantially Equivalent,Traditional,N,,,,1,"System, Image Processing, Radiological",2,892.2050,RA,Radiology,RA,N,N,N,Y,Eligible,0,0,0,0,,,,0,exact_submission_number_only,2026-07-31,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices
